Original Repo ID,Average Fork Lifespan (days),Fork Count,Forks >= 10,Contributions >= 10,Contributions < 10,Developers,Common Contributions,Forks - Contributions >= 10 - Developers,PR Count,PR Commits Count,Stars >= 10 PRs Count,Stars >= 10 and Unique Commits PRs Count,Stars >= 10 PRs Commits Count,Stars >= 10 and Unique Commits PRs Commits Count,Accepted PR avg lifetime per origin,Stars >= 10 and Unique Commits PR Accepted PR avg lifetime per origin,Forks Unique Commits Count + PR Commits Count,Fork's unique commits,Fork's commits from PR over all unique commits proportion
chrxh/alien,0,178,0,0,0,0,0,0,166,730,0,0,0,0,,,730,0,#DIV/0!
wisdompeak/LeetCode,212.86,1282,1,0,0,0,0,1,0,0,0,0,0,0,,,0,0,#DIV/0!
BoomingTech/Piccolo,435.02,1959,1,0,0,0,0,1,3,15,0,0,0,0,,,15,0,#DIV/0!
cvxpy/cvxpy,1759.82,1103,2,0,0,1,0,1,436,1555,0,0,0,0,,,1590,35,0.00%
0voice/cpp_new_features,599.29,1209,1,0,0,0,0,1,0,0,0,0,0,0,,,0,0,#DIV/0!
mixxxdj/mixxx,0,1494,0,0,0,0,0,0,258,1231,0,0,0,0,,,1231,0,#DIV/0!
pbek/QOwnNotes,0,461,0,0,0,0,0,0,84,85,0,0,0,0,,,85,0,#DIV/0!
grpc/grpc,741.43,11350,1,0,0,1,0,0,3072,4849,0,0,0,0,,,4958,109,0.00%
mandliya/algorithms_and_data_structures,0,1334,0,0,0,0,0,0,2,31,0,0,0,0,,,31,0,#DIV/0!
microsoft/DirectX-Graphics-Samples,2230.06,2088,3,2,0,3,2,0,291,1122,4,4,32,32,,,1464,342,8.56%
lballabio/QuantLib,2570.44,2064,2,1,0,1,1,1,606,1209,2,2,14,14,10.37,10.37,2169,960,1.44%
GothenburgBitFactory/taskwarrior,0,376,0,0,0,0,0,0,347,672,0,0,0,0,,,672,0,#DIV/0!
flashlight/flashlight,0,539,0,0,0,0,0,0,57,179,0,0,0,0,,,179,0,#DIV/0!
tjanczuk/edge,2734.85,603,2,2,0,2,2,0,5,15,3,3,6,6,229.71,229.71,95,80,6.98%
facontidavide/PlotJuggler,1721.24,680,1,1,0,1,1,0,80,461,9,9,69,69,,,496,35,66.35%
trapexit/mergerfs,0,215,0,0,0,0,0,0,681,730,0,0,0,0,,,730,0,#DIV/0!
Librum-Reader/Librum,0,221,0,0,0,0,0,0,2,2,0,0,0,0,,,2,0,#DIV/0!
openMVG/openMVG,3225.64,1653,1,0,1,1,0,0,45,380,0,0,0,0,3.56,,411,31,0.00%
ConfettiFX/The-Forge,0,543,0,0,0,0,0,0,109,193,0,0,0,0,,,193,0,#DIV/0!
wondertrader/wondertrader,0,1077,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
arvidn/libtorrent,2012.36,1085,2,1,0,2,1,0,3480,7333,4,4,4,4,0.99,0.99,7351,18,18.18%
google/bloaty,0,375,0,0,0,0,0,0,12,16,0,0,0,0,,,16,0,#DIV/0!
meshtastic/firmware,564.84,1710,10,5,0,9,5,1,2801,9849,286,286,1791,1791,0.98,0.98,11134,1285,58.22%
ssloy/tinyraytracer,0,347,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
tiny-dnn/tiny-dnn,3676.2,1399,1,1,0,0,0,0,41,301,2,0,4,0,0.84,,301,0,#DIV/0!
CodePanda66/CSPostgraduate-408,0,728,0,0,0,0,0,0,17,27,0,0,0,0,,,27,0,#DIV/0!
NatronGitHub/Natron,0,368,0,0,0,0,0,0,64,213,0,0,0,0,,,213,0,#DIV/0!
includeos/IncludeOS,0,392,0,0,0,0,0,0,40,637,0,0,0,0,,,637,0,#DIV/0!
cnr-isti-vclab/meshlab,0,867,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
leela-zero/leela-zero,2649.98,999,2,1,0,2,1,0,97,229,49,49,104,104,7.7,7.7,1015,786,11.69%
cinder/Cinder,4069.15,922,8,5,0,7,5,1,351,1310,257,257,673,673,25.18,25.18,2985,1675,28.66%
AlexandreRouma/SDRPlusPlus,690.02,703,4,1,0,4,1,0,34,348,1,1,1,1,,,1467,1119,0.09%
google/highway,0,405,0,0,0,0,0,0,1804,1138,0,0,0,0,,,1138,0,#DIV/0!
mhammond/pywin32,0,913,0,0,0,0,0,0,57,136,0,0,0,0,,,136,0,#DIV/0!
patriciogonzalezvivo/glslViewer,0,371,0,0,0,0,0,0,36,290,0,0,0,0,,,290,0,#DIV/0!
cuberite/cuberite,0,658,0,0,0,0,0,0,1230,4557,0,0,0,0,,,4557,0,#DIV/0!
tranek/GASDocumentation,1756.67,936,1,1,0,1,1,0,2,8,1,1,1,1,,,9,1,50.00%
opentoonz/opentoonz,3519.58,593,1,1,0,1,1,0,74,138,12,12,39,39,64.64,64.64,1211,1073,3.51%
vcmi/vcmi,1294.27,569,2,1,0,2,1,0,737,3960,115,115,365,365,5.41,5.41,4135,175,67.59%
asmuth/clip,0,381,0,0,0,0,0,0,27,180,0,0,0,0,,,180,0,#DIV/0!
ffffffff0x/1earn,1672.35,1167,1,0,0,0,0,1,0,0,0,0,0,0,,,0,0,#DIV/0!
gaoxiang12/slambook,0,3276,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
tensorflow/serving,2179.07,2170,3,2,0,3,2,0,64,73,2,2,5,5,,,299,226,2.16%
ggml-org/llama.cpp,620.43,12218,49,31,0,46,30,2,3121,11386,1005,1004,4252,4250,2.91,2.91,28678,17292,19.73%
mosra/magnum,0,462,0,0,0,0,0,0,40,356,0,0,0,0,,,356,0,#DIV/0!
spaceandtimefdn/blitzar,0,165,0,0,0,0,0,0,250,1448,0,0,0,0,,,1448,0,#DIV/0!
intel/hyperscan,1661.41,645,5,1,0,5,1,0,5,68,4,4,66,66,,,2114,2046,3.13%
luau-lang/luau,0,505,0,0,0,0,0,0,395,736,0,0,0,0,,,736,0,#DIV/0!
dropbox/lepton,0,361,0,0,0,0,0,0,4,4,0,0,0,0,,,4,0,#DIV/0!
chriskohlhoff/asio,0,1326,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
phusion/passenger,4039.16,565,1,1,0,1,1,0,34,182,1,1,30,30,6.52,6.52,286,104,22.39%
gaoxiang12/slambook2,0,2126,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
google/perfetto,1185.57,638,1,0,0,1,0,0,2617,6990,0,0,0,0,,,7324,334,0.00%
KDAB/hotspot,0,282,0,0,0,0,0,0,171,346,0,0,0,0,,,346,0,#DIV/0!
lief-project/LIEF,0,702,0,0,0,0,0,0,9,11,0,0,0,0,,,11,0,#DIV/0!
RikkaApps/Riru,1120.29,601,1,1,0,1,1,0,3,4,1,1,1,1,0,0,42,38,2.56%
LibreCAD/LibreCAD,0,1149,0,0,0,0,0,0,9,87,0,0,0,0,,,87,0,#DIV/0!
CGAL/cgal,0,1487,0,0,0,0,0,0,47,89,0,0,0,0,,,89,0,#DIV/0!
Nukem9/dlssg-to-fsr3,125.1,235,1,0,0,1,0,0,0,0,0,0,0,0,,,2,2,0.00%
valhalla/valhalla,3023.41,778,1,1,0,0,0,0,2047,12903,17,0,19,0,7.09,,12903,0,#DIV/0!
liuruoze/EasyPR,1646.04,2461,1,1,0,0,0,0,20,140,19,0,136,0,10.01,,140,0,#DIV/0!
harfbuzz/harfbuzz,1309.99,695,1,0,0,1,0,0,1334,3997,0,0,0,0,,,4035,38,0.00%
google/tcmalloc,0,533,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
vicinaehq/vicinae,0,112,0,0,0,0,0,0,294,643,0,0,0,0,,,643,0,#DIV/0!
rapidsai/cuml,0,610,0,0,0,0,0,0,873,4690,0,0,0,0,,,4690,0,#DIV/0!
chrisant996/clink,0,187,0,0,0,0,0,0,5,59,0,0,0,0,,,59,0,#DIV/0!
cisco/openh264,3820.37,1783,1,0,0,1,0,0,36,362,0,0,0,0,,,650,288,0.00%
blinker-iot/blinker-library,0,239,0,0,0,0,0,0,569,1081,0,0,0,0,,,1081,0,#DIV/0!
forhappy/Cplusplus-Concurrency-In-Practice,2135.44,1476,1,0,0,0,0,1,0,0,0,0,0,0,,,0,0,#DIV/0!
justadudewhohacks/opencv4nodejs,1963.01,801,2,2,0,2,2,0,114,485,4,4,75,75,0.06,0.06,1367,882,7.84%
szad670401/HyperLPR,1826.77,2016,2,0,0,2,0,0,42,43,0,0,0,0,,,79,36,0.00%
KhronosGroup/Vulkan-Samples,1015.76,772,1,1,0,1,1,0,156,709,90,90,511,511,20.1,20.1,1084,375,57.67%
wangyu-/UDPspeeder,0,862,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
shader-slang/slang,0,382,0,0,0,0,0,0,410,1678,0,0,0,0,,,1678,0,#DIV/0!
microsoft/SPTAG,0,607,0,0,0,0,0,0,126,659,0,0,0,0,,,659,0,#DIV/0!
ethereum-mining/ethminer,1485.39,2117,10,5,0,10,5,0,469,1221,11,11,76,76,37.71,37.71,20582,19361,0.39%
duilib/duilib,0,1959,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
maximegmd/CyberEngineTweaks,0,308,0,0,0,0,0,0,46,133,0,0,0,0,,,133,0,#DIV/0!
crosire/reshade,1878.94,571,9,5,0,9,5,0,51,427,50,50,419,419,11.03,11.03,1671,1244,25.20%
nmslib/hnswlib,1524.67,777,2,1,0,2,1,0,48,332,5,5,30,30,,,567,235,11.32%
id-Software/DOOM-3-BFG,4387.88,1080,3,1,0,2,1,1,3,65,3,3,65,65,,,3500,3435,1.86%
XiaoMi/mace,0,828,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
wjakob/nanogui,3370.91,578,2,1,0,2,1,0,12,45,7,7,39,39,,,577,532,6.83%
ProjectPhysX/FluidX3D,0,435,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
KDE/ghostwriter,1578.29,314,1,0,0,1,0,0,2,25,0,0,0,0,,,41,16,0.00%
xfangfang/wiliwili,0,213,0,0,0,0,0,0,38,242,0,0,0,0,,,242,0,#DIV/0!
Vita3K/Vita3K,1320.45,446,1,1,0,1,1,0,427,568,375,375,443,443,2.41,2.41,882,314,58.52%
alandefreitas/matplotplusplus,0,422,0,0,0,0,0,0,1,9,0,0,0,0,,,9,0,#DIV/0!
realsenseai/librealsense,3025.42,4860,2,0,0,2,0,0,149,1543,0,0,0,0,,,1732,189,0.00%
arrayfire/arrayfire,0,561,0,0,0,0,0,0,135,1321,0,0,0,0,,,1321,0,#DIV/0!
leejet/stable-diffusion.cpp,518.17,465,4,4,0,4,4,0,156,627,77,77,385,385,34.59,34.59,1510,883,30.36%
Project-OSRM/osrm-backend,2340.33,3823,2,2,0,2,2,0,1733,6343,2,2,31,31,,,7354,1011,2.98%
R3nzTheCodeGOD/R3nzSkin,707.68,742,6,4,0,6,4,0,5,67,4,4,37,37,0.68,0.68,233,166,18.23%
mlpack/mlpack,472.38,1716,1,0,0,0,0,1,60,260,0,0,0,0,,,260,0,#DIV/0!
gnuradio/gnuradio,3780.03,1979,2,2,0,2,2,0,178,592,14,14,34,34,2.7,2.7,706,114,22.97%
itinance/react-native-fs,1714.15,894,3,2,0,2,1,0,9,12,2,1,5,2,75.79,,534,522,0.38%
xtaci/algorithms,0,1542,0,0,0,0,0,0,1,30,0,0,0,0,,,30,0,#DIV/0!
The-Powder-Toy/The-Powder-Toy,2255.25,779,7,5,0,7,5,0,48,246,41,41,195,195,57.56,57.56,5807,5561,3.39%
NVIDIA/thrust,0,788,0,0,0,0,0,0,156,303,0,0,0,0,,,303,0,#DIV/0!
google/liquidfun,3078.79,661,1,0,0,1,0,0,0,0,0,0,0,0,,,113,113,0.00%
MegEngine/MegEngine,0,550,0,0,0,0,0,0,42,450,0,0,0,0,,,450,0,#DIV/0!
dfranx/SHADERed,0,302,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
panda3d/panda3d,4371.5,817,1,1,0,1,1,0,42,230,3,3,30,30,,,375,145,17.14%
google-ar/arcore-android-sdk,2932.35,1260,1,0,0,1,0,0,1,1,0,0,0,0,,,8,7,0.00%
jbeder/yaml-cpp,1653.38,1944,2,1,0,2,1,0,12,38,2,2,25,25,60.95,60.95,71,33,43.10%
ThePhD/sol2,0,585,0,0,0,0,0,0,3,10,0,0,0,0,,,10,0,#DIV/0!
DarthTon/Blackbone,1474.79,1397,1,0,0,0,0,1,4,12,0,0,0,0,,,12,0,#DIV/0!
paolo-projects/auto-unlocker,231.18,569,1,0,0,1,0,0,0,0,0,0,0,0,,,7,7,0.00%
leethomason/tinyxml2,0,1912,0,0,0,0,0,0,34,107,0,0,0,0,,,107,0,#DIV/0!
amhndu/SimpleNES,0,1187,0,0,0,0,0,0,4,29,0,0,0,0,,,29,0,#DIV/0!
NickvisionApps/Parabolic,0,207,0,0,0,0,0,0,229,1842,0,0,0,0,,,1842,0,#DIV/0!
clangen/musikcube,0,324,0,0,0,0,0,0,37,488,0,0,0,0,,,488,0,#DIV/0!
gibsjose/cpp-cheat-sheet,0,1445,0,0,0,0,0,0,1,2,0,0,0,0,,,2,0,#DIV/0!
zcash/zcash,2566.72,1595,9,5,0,9,5,0,1188,5068,686,686,3475,3475,24.82,24.82,31224,26156,11.73%
plaidml/plaidml,0,406,0,0,0,0,0,0,1279,5983,0,0,0,0,,,5983,0,#DIV/0!
hedge-dev/UnleashedRecomp,246.55,205,2,1,0,1,1,1,322,876,6,6,6,6,38.63,38.63,878,2,75.00%
HKUST-Aerial-Robotics/VINS-Mono,2253.53,2059,4,1,0,4,1,0,1,6,1,1,6,6,,,174,168,3.45%
mmp/pbrt-v3,1599.62,1175,5,2,0,5,2,0,16,89,7,7,41,41,0.59,0.59,546,457,8.23%
nghttp2/nghttp2,0,963,0,0,0,0,0,0,813,1120,0,0,0,0,,,1120,0,#DIV/0!
rakshasa/rtorrent,0,450,0,0,0,0,0,0,113,307,0,0,0,0,,,307,0,#DIV/0!
apache/mesos,2629.14,1630,2,1,0,2,1,0,19,193,2,2,2,2,0.01,0.01,8783,8590,0.02%
BespokeSynth/BespokeSynth,1511.61,269,1,1,0,1,1,0,482,656,472,472,646,646,0.35,0.35,669,13,98.03%
ethz-asl/kalibr,2315.57,1399,2,0,0,2,0,0,42,123,0,0,0,0,,,282,159,0.00%
ydb-platform/ydb,0,606,0,0,0,0,0,0,3157,14834,0,0,0,0,,,14834,0,#DIV/0!
qpdf/qpdf,0,345,0,0,0,0,0,0,4,21,0,0,0,0,,,21,0,#DIV/0!
boostorg/beast,2479.46,697,2,1,0,2,1,0,275,1927,145,145,914,914,1.42,1.42,1950,23,97.55%
namazso/OpenHashTab,0,197,0,0,0,0,0,0,8,8,0,0,0,0,,,8,0,#DIV/0!
include-what-you-use/include-what-you-use,981.42,425,1,0,0,1,0,0,24,62,0,0,0,0,,,65,3,0.00%
andreasfertig/cppinsights,0,274,0,0,0,0,0,0,436,633,0,0,0,0,,,633,0,#DIV/0!
supertuxkart/stk-code,1385.15,1152,2,2,0,2,2,0,51,377,19,19,52,52,4.71,4.71,1159,782,6.24%
Chlumsky/msdfgen,1961.56,444,2,1,0,2,1,0,13,36,10,10,28,28,168.08,168.08,118,82,25.45%
kasmtech/KasmVNC,0,425,0,0,0,0,0,0,37,316,0,0,0,0,,,316,0,#DIV/0!
mindspore-ai/mindspore,1739.81,726,1,0,0,1,0,0,9,36,0,0,0,0,,,161,125,0.00%
qTox/qTox,2204.07,1082,2,1,0,2,1,0,50,248,10,10,10,10,5.35,5.35,1231,983,1.01%
google-deepmind/open_spiel,0,1034,0,0,0,0,0,0,147,713,0,0,0,0,,,713,0,#DIV/0!
ultrajson/ultrajson,1722.99,359,2,2,0,2,2,0,70,117,3,3,33,33,,,242,125,20.89%
gatieme/CodingInterviews,0,1102,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
weidai11/cryptopp,1558.59,1964,2,1,0,0,0,1,80,632,76,0,622,0,0.01,,632,0,#DIV/0!
jarro2783/cxxopts,0,648,0,0,0,0,0,0,7,7,0,0,0,0,,,7,0,#DIV/0!
alibaba/AliSQL,0,856,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
CrowCpp/Crow,0,505,0,0,0,0,0,0,190,568,0,0,0,0,,,568,0,#DIV/0!
jellyfin/jellyfin-media-player,1549.48,337,1,0,0,1,0,0,0,0,0,0,0,0,,,17,17,0.00%
libigl/libigl,0,1200,0,0,0,0,0,0,279,1049,0,0,0,0,,,1049,0,#DIV/0!
zhedahht/CodingInterviewChinese2,0,2122,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
apache/incubator-pagespeed-ngx,0,365,0,0,0,0,0,0,558,1206,0,0,0,0,,,1206,0,#DIV/0!
keepassx/keepassx,3964.36,588,3,3,0,3,3,0,8,57,6,6,51,51,,,3313,3256,1.54%
kamyu104/LeetCode-Solutions,1692,1612,1,0,0,0,0,1,0,0,0,0,0,0,,,0,0,#DIV/0!
opentrack/opentrack,1185.93,514,3,2,0,3,2,0,36,208,7,7,59,59,7.51,7.51,344,136,30.26%
kvcache-ai/Mooncake,0,450,0,0,0,0,0,0,92,310,0,0,0,0,,,310,0,#DIV/0!
kripken/ammo.js,2643.73,544,2,1,0,2,1,0,21,37,1,1,1,1,6.52,6.52,362,325,0.31%
Tencent/TNN,1150.66,758,1,0,0,1,0,0,575,2916,0,0,0,0,,,3094,178,0.00%
KDE/kdenlive,0,352,0,0,0,0,0,0,5,63,0,0,0,0,,,63,0,#DIV/0!
daijro/camoufox,143.32,373,2,1,0,2,1,0,1,30,1,1,30,30,,,213,183,14.08%
sorayuki/obs-multi-rtmp,676.12,601,3,1,0,3,1,0,1,11,1,1,11,11,10.19,10.19,44,33,25.00%
microsoft/WindowsAppSDK,0,417,0,0,0,0,0,0,2530,10828,0,0,0,0,,,10828,0,#DIV/0!
XRPLF/rippled,2610.1,1688,2,1,0,2,1,0,699,4214,14,14,42,42,,,4343,129,24.56%
MultiMC/Launcher,2174.14,673,4,2,0,3,2,1,80,346,3,3,40,40,,,820,474,7.78%
zufuliu/notepad4,1644.57,284,1,0,0,1,0,0,1,27,0,0,0,0,,,1276,1249,0.00%
DDoSolitary/LxRunOffline,0,259,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
lava/matplotlib-cpp,3687.79,1056,1,1,0,1,1,0,3,6,3,3,6,6,29.35,29.35,79,73,7.59%
Ardour/ardour,3718.4,796,1,1,0,1,1,0,30,185,25,25,83,83,240.97,240.97,1119,934,8.16%
TTimo/doom3.gpl,4763.32,921,6,2,0,4,1,1,3,17,3,1,17,16,17.55,,188,171,8.56%
google/orbit,0,404,0,0,0,0,0,0,213,582,0,0,0,0,,,582,0,#DIV/0!
asmjit/asmjit,0,557,0,0,0,0,0,0,7,8,0,0,0,0,,,8,0,#DIV/0!
urho3d/urho3d,1718.26,989,1,1,0,1,1,0,34,357,3,3,7,7,0.22,0.22,1284,927,0.75%
VCVRack/Rack,2329.35,405,3,1,0,3,1,0,1,30,1,1,30,30,,,1221,1191,2.46%
ericniebler/range-v3,0,495,0,0,0,0,0,0,201,569,0,0,0,0,,,569,0,#DIV/0!
USCiLab/cereal,0,820,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
melonDS-emu/melonDS,1717.7,555,8,6,0,8,6,0,73,945,17,17,181,181,3.62,3.62,5707,4762,3.66%
sass/libsass,3352.03,517,2,1,0,2,1,0,32,42,6,6,7,7,0.92,0.92,113,71,8.97%
daquexian/onnx-simplifier,0,423,0,0,0,0,0,0,13,67,0,0,0,0,,,67,0,#DIV/0!
amazon-archives/amazon-dsstne,0,740,0,0,0,0,0,0,29,69,0,0,0,0,,,69,0,#DIV/0!
OSGeo/gdal,2819.77,2740,6,5,0,6,5,0,5724,11561,4246,4246,9563,9563,3.21,3.21,64701,53140,15.25%
NVlabs/tiny-cuda-nn,0,568,0,0,0,0,0,0,46,135,0,0,0,0,,,135,0,#DIV/0!
cppla/ServerStatus,1082.15,923,3,2,0,3,2,0,9,49,2,2,16,16,,,97,48,25.00%
cameron314/readerwriterqueue,0,715,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
infiniflow/infinity,0,400,0,0,0,0,0,0,23,27,0,0,0,0,,,27,0,#DIV/0!
fritzing/fritzing-app,535.98,897,1,0,0,0,0,1,86,337,0,0,0,0,,,337,0,#DIV/0!
peterbraden/node-opencv,0,832,0,0,0,0,0,0,15,94,0,0,0,0,,,94,0,#DIV/0!
gameplay3d/gameplay,2616.67,1327,1,1,0,1,1,0,199,963,91,91,139,139,0.01,0.01,1219,256,35.19%
NVIDIA-Omniverse/PhysX,1083.21,534,3,1,0,3,1,0,10,19,1,1,1,1,,,275,256,0.39%
jmpews/Dobby,1849,906,5,3,0,5,3,0,4,15,4,4,15,15,35.7,35.7,213,198,7.04%
PetoiCamp/OpenCat-Quadruped-Robot,0,516,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
zhuzichu520/FluentUI,0,587,0,0,0,0,0,0,9,13,0,0,0,0,,,13,0,#DIV/0!
sylar-yin/sylar,0,1013,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
zeux/pugixml,0,770,0,0,0,0,0,0,49,175,0,0,0,0,,,175,0,#DIV/0!
mapsme/omim,0,1153,0,0,1,0,0,0,161,918,0,0,0,0,,,918,0,#DIV/0!
anyrtcIO-Community/anyRTC-RTMP-OpenSource,942.93,1598,1,0,0,0,0,1,40,92,0,0,0,0,,,92,0,#DIV/0!
chromiumembedded/cef,0,534,0,0,0,0,0,0,2,19,0,0,0,0,,,19,0,#DIV/0!
nuttyartist/notes,0,365,0,0,0,0,0,0,77,341,0,0,0,0,,,341,0,#DIV/0!
vslavik/diff-pdf,0,247,0,0,0,0,0,0,2,4,0,0,0,0,,,4,0,#DIV/0!
anhkgg/SuperWeChatPC,0,1040,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
ROCm/hip,0,609,0,0,0,0,0,0,526,1416,0,0,0,0,,,1416,0,#DIV/0!
k4zmu2a/SpaceCadetPinball,1440.83,198,6,4,0,6,4,0,10,15,10,10,15,15,0.29,0.29,226,211,6.64%
yedf2/handy,0,1342,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
OpenNMT/CTranslate2,482.15,404,1,0,0,1,0,0,38,62,0,0,0,0,,,70,8,0.00%
lightvector/KataGo,1874.24,630,3,3,0,3,3,0,58,388,19,19,80,80,32.02,32.02,2130,1742,4.39%
ic005k/OCAuxiliaryTools,0,381,0,0,0,0,0,0,1,1,0,0,0,0,,,1,0,#DIV/0!
OAID/Tengine,0,1048,0,0,0,0,0,0,50,61,0,0,0,0,,,61,0,#DIV/0!
Arduino-IRremote/Arduino-IRremote,2994.88,1749,5,5,0,5,5,0,37,234,7,7,43,43,0.01,0.01,342,108,28.48%
tile-ai/tilelang,138.82,330,1,0,0,1,0,0,60,133,0,0,0,0,,,307,174,0.00%
flashinfer-ai/flashinfer,246.33,578,1,1,0,1,1,0,564,1424,1,1,1,1,,,1441,17,5.56%
JoseExposito/touchegg,0,182,0,0,0,0,0,0,16,94,0,0,0,0,,,94,0,#DIV/0!
JakubVojvoda/design-patterns-cpp,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
bombela/backward-cpp,0,556,0,0,0,0,0,0,2,4,0,0,0,0,,,4,0,#DIV/0!
xlite-dev/lite.ai.toolkit,243.92,791,1,0,0,1,0,0,153,584,0,0,0,0,,,586,2,0.00%
OGRECave/ogre,0,1070,0,0,0,0,0,0,104,653,0,0,0,0,,,653,0,#DIV/0!
bozbez/win-capture-audio,664.19,211,1,0,0,1,0,0,0,0,0,0,0,0,,,8,8,0.00%
thedmd/imgui-node-editor,0,624,0,0,0,0,0,0,2,4,0,0,0,0,,,4,0,#DIV/0!
tomlooman/ActionRoguelike,0,805,0,0,0,0,0,0,7,51,0,0,0,0,,,51,0,#DIV/0!
PixlOne/logiops,0,288,0,0,0,0,0,0,14,105,0,0,0,0,,,105,0,#DIV/0!
idealvin/coost,0,615,0,0,0,0,0,0,71,209,0,0,0,0,,,209,0,#DIV/0!
praydog/REFramework,1342.06,433,3,0,0,3,0,0,15,206,0,0,0,0,,,295,89,0.00%
obsproject/obs-websocket,0,727,0,0,0,0,0,0,149,625,0,0,0,0,,,625,0,#DIV/0!
parallel101/course,0,557,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
johang/btfs,0,152,0,0,0,0,0,0,3,3,0,0,0,0,,,3,0,#DIV/0!
apache/kvrocks,0,597,0,0,0,0,0,0,342,775,0,0,0,0,,,775,0,#DIV/0!
praydog/UEVR,703,209,1,1,0,1,1,0,8,49,1,1,4,4,,,62,13,23.53%
royshil/obs-backgroundremoval,991.72,252,1,1,0,1,1,0,246,1097,26,26,114,114,1.05,1.05,1191,94,54.81%
ValveSoftware/halflife,2430.21,659,4,3,0,3,2,0,33,85,33,29,85,74,0,,2038,1953,3.65%
MaskRay/ccls,0,325,0,0,0,0,0,0,55,86,0,0,0,0,,,86,0,#DIV/0!
ztxz16/fastllm,827.74,427,1,1,0,1,1,0,45,142,43,43,140,140,2.58,2.58,173,31,81.87%
root-project/cling,0,334,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
AnswerDotAI/gpu.cpp,0,200,0,0,0,0,0,0,1,30,0,0,0,0,,,30,0,#DIV/0!
SeriousCache/UABE,0,522,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
DistroAV/DistroAV,1499.17,416,3,1,0,3,1,0,123,699,7,7,7,7,17.66,17.66,708,9,43.75%
CLIUtils/CLI11,0,406,0,0,0,0,0,0,339,973,0,0,0,0,,,973,0,#DIV/0!
mapbox/mapbox-gl-native,3456.57,1297,1,1,0,1,1,0,7805,19301,12,12,31,31,0.01,0.01,19382,81,27.68%
ceres-solver/ceres-solver,1776.45,1063,1,0,0,1,0,0,0,0,0,0,0,0,,,1,1,0.00%
electronicarts/CnC_Generals_Zero_Hour,237.83,1347,7,0,0,7,0,0,0,0,0,0,0,0,,,1871,1871,0.00%
NVIDIA/nccl,1476.91,1037,3,2,0,3,2,0,32,58,5,5,17,17,,,606,548,3.01%
Maplespe/DWMBlurGlass,0,161,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,#DIV/0!
KDE/heaptrack,0,233,0,0,0,0,0,0,2,14,0,0,0,0,,,14,0,#DIV/0!
clementine-player/Clementine,0,723,0,0,0,0,0,0,94,235,0,0,0,0,,,235,0,#DIV/0!
zrax/pycdc,920.3,817,1,1,0,1,1,0,9,14,2,2,2,2,,,16,2,50.00%
google/lyra,840.71,363,1,0,0,1,0,0,1,1,0,0,0,0,,,8,7,0.00%
baidu/braft,0,902,0,0,0,0,0,0,1,2,0,0,0,0,,,2,0,#DIV/0!
projectM-visualizer/projectm,1673.29,431,1,1,0,1,1,0,224,1062,137,137,461,461,8.5,8.5,1078,16,96.65%
ravenscroftj/turbopilot,0,131,0,0,0,0,0,0,19,146,0,0,0,0,,,146,0,#DIV/0!
cactus-compute/cactus,0,263,0,0,0,0,0,0,71,331,0,0,0,0,,,331,0,#DIV/0!
seetaface/SeetaFaceEngine,2909.63,1733,1,0,0,1,0,0,0,0,0,0,0,0,,,4,4,0.00%
rime/librime,1642.68,635,2,1,0,2,1,0,44,105,1,1,2,2,,,531,426,0.47%
YosysHQ/yosys,2854.7,941,3,2,0,3,2,0,1354,4353,42,42,263,263,1.27,1.27,4615,262,50.10%
